aoa[deg],-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
Snippet 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.61,0.94,5184.8,0.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.61,0.93,5210.07,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.62,0.89,5228.86,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.63,0.87,5286.36,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.64,0.84,5301.23,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.65,0.87,5347.34,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.8,5310.31,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.87,5291.21,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.83,5329.14,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.8,5283.32,0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.81,5256.34,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.84,5233.39,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.9,5225.9,0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.91,5204.81,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.9,5225.9,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.88,5187.56,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.91,5145.8,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.86,5176.88,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.83,5235.11,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.86,5229.72,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.8,5200.55,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.75,5200.76,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.81,5232.86,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.66,0.76,5245.13,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.75,5269.48,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.72,5290.96,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.68,5243.63,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.74,5195.63,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.71,5232.3,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.72,5202.24,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.68,0.71,5171.93,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.75,5196.61,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.69,0.71,5237.38,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.69,0.74,5179.52,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.69,0.75,5198.64,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.72,5150.56,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.78,5149.71,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.82,5123.1,0.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.87,5174.03,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.68,0.85,5177.72,0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.69,0.86,5209.01,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.69,0.88,5230.04,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.7,0.94,5232.39,0.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.7,0.95,5189.09,0.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.71,0.94,5241.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.71,0.89,5283.96,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.72,0.89,5290.22,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.72,0.92,5245.26,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.73,0.91,5267.57,0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.73,0.88,5253.69,0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.72,0.83,5200.33,0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.72,0.78,5178.67,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.71,0.76,5190.23,0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.71,0.69,5231.22,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.68,5249.35,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.69,5206.58,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.68,5250.4,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.66,5241.35,0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.59,5235.83,0.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,26.71,0.63,5184.13,0.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.7,0.67,5140.94,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.69,0.62,5139.15,0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.3,26.67,0.61,5121.53,0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.67,0.66,5175.86,0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.66,0.6,5177.78,0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.29,26.66,0.54,5206.02,0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.28,26.65,0.49,5212.74,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.28,26.65,0.53,5192.14,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.28,26.65,0.54,5228.26,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.27,26.64,0.5,5187.62,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.27,26.64,0.46,5202.91,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.26,26.63,0.41,5199.57,0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.26,26.62,0.37,5225.87,0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.26,26.62,0.44,5275.63,0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.25,26.62,0.46,5283.03,0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.25,26.62,0.43,5340.47,0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.25,26.63,0.39,5395.66,0.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.24,26.64,0.35,5449.49,0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.24,26.64,0.31,5397.79,0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.23,26.65,0.34,5412.84,0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.23,26.66,0.34,5389.67,0.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.23,26.67,0.38,5364.7,0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.22,26.69,0.39,5358.48,0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.22,26.7,0.36,5401.8,0.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.21,26.72,0.38,5379.1,0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.21,26.74,0.39,5431.36,0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.21,26.75,0.42,5381.71,0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.78,0.47,5429.96,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.79,0.48,5445.56,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.82,0.53,5496.57,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.84,0.53,5550.91,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.86,0.5,5519.95,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.88,0.47,5484.73,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.9,0.46,5480.18,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.92,0.44,5479.55,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.94,0.48,5491.85,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.95,0.47,5464.23,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.97,0.48,5454.85,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,26.98,0.54,5453.67,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.21,26.99,0.52,5452.08,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.21,26.99,0.5,5396.43,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Snippet 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.34,25.21,3.16,4123.69,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.33,24.82,3.22,4077.63,-3.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.33,24.46,3.1,4041.89,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.32,24.1,3.13,4039.39,-3.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.31,23.77,2.94,3991.88,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.3,23.45,2.83,4012.91,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.28,23.15,2.71,4012.45,-3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.27,22.85,2.58,3954.07,-3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.26,22.57,2.44,3899.98,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.24,22.3,2.33,3929.75,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.23,22.05,2.23,3870.79,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.21,21.81,2.16,3843.78,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.19,21.6,2.09,3897.68,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.17,21.4,2,3941.45,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.15,21.21,1.94,3923.44,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.13,21.02,1.84,3877.39,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.11,20.84,1.74,3863.37,-3.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.08,20.67,1.65,3823.71,-3.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.06,20.51,1.59,3798.18,-3.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.03,20.36,1.51,3794.57,-3.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2,20.21,1.46,3747.71,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.97,20.06,1.37,3717.25,-3.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.94,19.93,1.3,3715.73,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.91,19.81,1.23,3759.42,-3.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.88,19.71,1.19,3792.17,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.85,19.62,1.16,3792.78,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.81,19.53,1.13,3795.83,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.78,19.44,1.09,3775.07,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.74,19.37,1.09,3760.93,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.7,19.29,1.07,3736.61,-4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.66,19.22,1.02,3714.14,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.62,19.14,0.95,3675.67,-4.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.58,19.07,0.88,3722.09,-4.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.53,19.02,0.82,3743.63,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.49,18.97,0.77,3726.94,-4.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.45,18.92,0.73,3734.79,-4.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.4,18.88,0.69,3710.69,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.35,18.84,0.68,3660.5,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.3,18.81,0.68,3657.9,-4.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.26,18.78,0.65,3685.64,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.2,18.75,0.61,3743.92,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.15,18.74,0.58,3770.2,-4.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.1,18.72,0.53,3781.85,-4.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.05,18.7,0.49,3755.48,-4.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.99,18.69,0.46,3802.96,-4.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.93,18.69,0.46,3804.2,-4.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.88,18.7,0.46,3791.68,-4.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.82,18.71,0.43,3841.07,-4.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.76,18.71,0.4,3782.18,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.7,18.71,0.36,3758.78,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.64,18.72,0.3,3770.42,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.58,18.73,0.24,3799.44,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.51,18.74,0.18,3846.55,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.45,18.77,0.14,3897.51,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.39,18.79,0.09,3878.81,-4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.33,18.82,0.04,3926.97,-4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.26,18.86,0.02,3943.91,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.2,18.9,0.02,3943.77,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.13,18.95,0.04,3945.03,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.06,18.99,0.04,3989.99,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0,19.03,0.04,3932.33,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.07,19.06,0.03,3881.14,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.14,19.09,0.03,3920.98,-4.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.21,19.13,0.02,3953.33,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.28,19.17,0,3988.08,-4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.35,19.21,0.01,3967.85,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.42,19.26,0.02,3963.83,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.49,19.3,0.05,3946.27,-4.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.57,19.34,0.06,3953.81,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.64,19.38,0.07,3993.7,-4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.72,19.42,0.04,4021.01,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.79,19.46,0.03,3976.48,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.87,19.49,0,3967.24,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.95,19.53,-0.02,3955.3,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.02,19.56,-0.03,3902.73,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.1,19.58,-0.07,3876.17,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.18,19.61,-0.09,3840.32,-4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.26,19.64,-0.13,3863,-3.9,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.35,19.67,-0.16,3921.7,-3.9,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.43,19.71,-0.19,3897.61,-3.9,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.51,19.74,-0.23,3854,-3.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.6,19.77,-0.28,3902.88,-3.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.69,19.81,-0.32,3898.57,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.77,19.85,-0.34,3848.03,-3.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.86,19.9,-0.37,3874.66,-3.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.95,19.94,-0.39,3826.79,-3.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.05,19.99,-0.44,3821.88,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.14,20.03,-0.48,3854.09,-3.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.23,20.09,-0.53,3900.44,-3.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.33,20.14,-0.55,3890.73,-3.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.43,20.19,-0.59,3882.9,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.52,20.24,-0.61,3856.27,-3.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.62,20.28,-0.64,3857.91,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.72,20.33,-0.69,3914.28,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.83,20.38,-0.7,3903.61,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.93,20.43,-0.72,3913.91,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.03,20.47,-0.75,3905.18,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.13,20.52,-0.79,3895.63,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.24,20.57,-0.81,3885.23,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.34,20.63,-0.82,3939.78,-3.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.45,20.68,-0.86,3932.79,-3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
Snippet 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
