aoa[deg],-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.69,27.31,-0.89,4343.32,0,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.68,27.33,-0.86,4383.87,0,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.68,27.34,-0.79,4387.23,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.68,27.36,-0.74,4391.56,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.67,27.38,-0.68,4398.97,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.67,27.38,-0.76,4339.23,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.67,27.39,-0.71,4355.08,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.66,27.38,-0.78,4335.45,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.66,27.39,-0.78,4369.76,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.66,27.4,-0.73,4378.99,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.65,27.4,-0.81,4403.82,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.65,27.41,-0.73,4420.56,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.64,27.42,-0.78,4477.54,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.64,27.42,-0.84,4452.24,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.64,27.43,-0.79,4465.32,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.63,27.43,-0.87,4516.23,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.62,27.44,-0.79,4490.76,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.62,27.44,-0.83,4546.12,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.61,27.45,-0.89,4578.22,-0.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.6,27.46,-0.88,4598.04,-0.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.59,27.47,-0.86,4565.23,-0.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.58,27.48,-0.83,4555.96,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.57,27.47,-0.87,4500.24,-0.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.56,27.48,-0.79,4525.45,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.55,27.49,-0.75,4568.22,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.54,27.5,-0.72,4581.02,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.52,27.5,-0.7,4521.53,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.51,27.51,-0.74,4563.03,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.49,27.51,-0.76,4518.75,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.47,27.51,-0.79,4550.57,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.45,27.52,-0.79,4601.78,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.43,27.53,-0.77,4569.11,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.41,27.54,-0.69,4622.34,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.39,27.55,-0.74,4615.12,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.37,27.56,-0.68,4624.51,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.35,27.55,-0.74,4581.53,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.32,27.56,-0.66,4571.25,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.3,27.55,-0.72,4579.52,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.27,27.54,-0.69,4519.97,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.24,27.53,-0.62,4501.52,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.22,27.52,-0.55,4445.8,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.19,27.5,-0.61,4397.75,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.16,27.48,-0.52,4385.79,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.13,27.46,-0.58,4385.26,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.1,27.44,-0.54,4357.15,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.07,27.41,-0.51,4314.98,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.04,27.39,-0.51,4372.78,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-5.01,27.37,-0.44,4325.31,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.98,27.35,-0.49,4335.24,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.95,27.32,-0.41,4276.56,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.92,27.29,-0.37,4296.61,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.88,27.27,-0.32,4329.86,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.85,27.23,-0.4,4273.88,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.82,27.21,-0.31,4264.21,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.78,27.18,-0.35,4323.93,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,27.16,-0.36,4310.79,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.71,27.15,-0.31,4331.78,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.67,27.13,-0.31,4313.01,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.63,27.13,-0.28,4372.28,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.59,27.12,-0.21,4405.56,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.55,27.12,-0.21,4437.21,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.51,27.1,-0.23,4390.38,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.48,27.09,-0.15,4386.1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.44,27.07,-0.2,4423.7,0,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.4,27.06,-0.09,4396.49,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.36,27.03,-0.14,4356.38,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.32,27,-0.11,4314.08,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.27,26.97,-0.02,4258.95,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.23,26.94,-0.02,4314.38,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.19,26.91,0.01,4301.29,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.15,26.89,0.04,4356.81,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.1,26.87,0.09,4372.51,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.06,26.84,0.09,4367.93,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.01,26.82,0.06,4411.77,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.97,26.79,0.1,4379.27,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.92,26.77,0.14,4340.47,0,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.87,26.73,0.17,4305.01,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.82,26.69,0.17,4307.22,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.77,26.65,0.18,4276.79,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.72,26.61,0.27,4225.11,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.67,26.55,0.2,4220.48,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.62,26.5,0.17,4239.37,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.57,26.47,0.27,4294.46,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.51,26.42,0.26,4244.09,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.46,26.37,0.24,4281.13,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.41,26.33,0.22,4288.5,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.35,26.29,0.19,4347.81,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.3,26.25,0.25,4329.76,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.24,26.22,0.26,4376.1,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.19,26.17,0.3,4320.92,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.13,26.13,0.32,4328.52,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.07,26.09,0.32,4344.82,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.01,26.05,0.37,4359.47,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.95,26.01,0.43,4308.22,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.88,25.96,0.49,4267.83,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.82,25.92,0.56,4261.18,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.76,25.86,0.56,4205.88,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.69,25.81,0.56,4176.18,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.63,25.75,0.51,4223.75,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.56,25.71,0.55,4246.76,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.49,25.65,0.57,4195.78,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
Snippet 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.29,23.68,1.07,5337.34,-2.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.3,23.69,1.04,5384.33,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.3,23.71,1.04,5370.6,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.31,23.73,1.09,5395.22,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.31,23.74,1.09,5355.26,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.32,23.74,1.02,5302.71,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.33,23.75,0.99,5279.76,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.34,23.75,1.01,5296.8,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.35,23.75,0.98,5301.99,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.36,23.76,1.02,5343.01,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.38,23.77,1.09,5388.52,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.39,23.78,1.1,5362.86,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.41,23.79,1.06,5416.51,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.42,23.8,1.05,5388.78,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.44,23.82,1.07,5434.87,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.46,23.83,1.03,5462.71,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.47,23.85,1.02,5520.05,-2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.49,23.88,1.04,5563,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.51,23.91,1.03,5598.64,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.53,23.93,1.06,5589.98,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.55,23.96,1.08,5567.09,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.57,23.98,1.13,5607.98,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.6,24.02,1.17,5642.73,-2.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.62,24.04,1.11,5653.8,-2.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.65,24.07,1.05,5648.97,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.67,24.1,1.03,5673.11,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.7,24.14,1.1,5729.35,-2.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.72,24.18,0.99,5745.16,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.75,24.22,1.09,5771.75,-2.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.78,24.26,1.01,5777.74,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.81,24.31,0.96,5832.8,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.84,24.36,0.95,5858.84,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.87,24.41,0.95,5862.58,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.91,24.46,0.9,5910.01,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.94,24.52,0.91,5888.19,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.97,24.57,0.97,5895.7,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.01,24.62,0.99,5901.03,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.04,24.67,0.96,5872.34,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.08,24.71,0.87,5847.56,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.12,24.75,0.89,5825.43,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.16,24.79,0.87,5848.1,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.2,24.83,0.83,5788.89,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.24,24.86,0.9,5808.4,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.27,24.9,0.83,5796.55,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.32,24.93,0.8,5813.14,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.36,24.97,0.71,5826.12,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.4,25.01,0.69,5871.47,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.44,25.04,0.62,5875.17,-2.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.49,25.08,0.64,5855.38,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.53,25.12,0.63,5821.73,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.58,25.16,0.63,5872.8,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.62,25.21,0.57,5930.83,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.67,25.25,0.55,5926.89,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.72,25.29,0.48,5879.04,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.77,25.34,0.51,5898.98,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.82,25.38,0.53,5948.25,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.87,25.43,0.56,5902.2,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.92,25.47,0.48,5951.06,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.97,25.52,0.52,5965.9,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.03,25.56,0.56,5920.81,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.08,25.6,0.51,5944.24,-2.3,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.13,25.65,0.45,5932.11,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.18,25.69,0.41,5907.21,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.24,25.74,0.44,5952.49,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.29,25.78,0.38,5910.7,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.35,25.83,0.32,5944.33,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.4,25.87,0.25,5994.51,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.46,25.92,0.21,5981.8,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.52,25.97,0.24,5942.26,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.57,26.02,0.27,5978.9,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.63,26.06,0.22,5920.07,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.69,26.09,0.24,5874.02,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.75,26.13,0.17,5887.63,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.81,26.16,0.13,5887.18,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.87,26.19,0.17,5850.07,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.93,26.22,0.07,5865.4,-2.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-2.99,26.26,0,5923.26,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.06,26.3,-0.03,5941.2,-2.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.12,26.35,-0.14,5962.46,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.18,26.41,-0.11,6015.83,-2.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.25,26.46,-0.21,6032.97,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.31,26.52,-0.21,6056.59,-2.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.38,26.58,-0.27,6048.15,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.45,26.64,-0.33,6067.56,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.52,26.7,-0.34,6084.47,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.59,26.77,-0.37,6110.79,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.67,26.83,-0.43,6100.22,-2.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.74,26.88,-0.52,6060.14,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.82,26.94,-0.59,6064.8,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.89,26.99,-0.68,6007.31,-2.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.97,27.04,-0.67,6009.27,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.05,27.09,-0.79,6026.55,-2.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.13,27.15,-0.72,5999.42,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.2,27.2,-0.8,5958.37,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.28,27.25,-0.75,5943.25,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.36,27.29,-0.79,5885.53,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.45,27.34,-0.78,5886.61,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.53,27.37,-0.88,5876.17,-2.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.61,27.42,-0.83,5845.55,-2.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.7,27.47,-0.95,5903.24,-2.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,
