aoa[deg],-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
15,0.625,0.13,-3.2,24.5,0.92,5345.9,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.16,24.48,1,5337.54,-4.1,0.8,,,,,,,,,,,,,,,,,,,,,,,
Snippet 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.82,26.33,1.78,4935.39,2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.81,26.31,1.8,4930.19,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.81,26.29,1.76,4944.6,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.8,26.27,1.74,5003.66,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.8,26.26,1.78,5019.19,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.79,26.25,1.74,5019.14,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.78,26.25,1.7,5043.28,2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.77,26.25,1.66,5057.17,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.76,26.24,1.67,5004.13,2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.75,26.24,1.63,5040.35,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.74,26.24,1.65,5080.48,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.73,26.26,1.65,5132.67,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.72,26.28,1.68,5191.98,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.71,26.3,1.69,5183.78,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.7,26.32,1.68,5222.45,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.68,26.35,1.67,5275.25,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.67,26.39,1.71,5301.41,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.66,26.42,1.67,5333.44,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.64,26.46,1.62,5348.71,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.63,26.5,1.62,5374.42,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.61,26.54,1.58,5380.69,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.59,26.57,1.53,5390.71,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.58,26.6,1.54,5371.68,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.56,26.63,1.49,5340.66,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.54,26.66,1.47,5336.54,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.53,26.69,1.43,5371.23,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.51,26.71,1.39,5326.53,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.49,26.73,1.38,5273.24,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.46,26.74,1.37,5255.29,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.44,26.76,1.37,5290.61,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.42,26.78,1.39,5295.67,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.4,26.8,1.35,5258.83,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.38,26.81,1.35,5215.93,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.36,26.82,1.41,5208.38,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.34,26.83,1.44,5207.15,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.32,26.83,1.47,5168.3,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.29,26.83,1.46,5153,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.27,26.84,1.48,5185.02,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.24,26.86,1.44,5200.78,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.22,26.87,1.44,5183.32,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.19,26.88,1.42,5233.83,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.17,26.9,1.42,5235.12,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.14,26.91,1.45,5189.71,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.11,26.92,1.49,5184.03,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.08,26.93,1.46,5127.86,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.05,26.94,1.45,5164.74,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.02,26.95,1.45,5165.57,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.98,26.96,1.44,5184.01,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.95,26.98,1.44,5223.35,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.92,26.99,1.47,5256.2,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.88,27.01,1.46,5197.97,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.85,27.03,1.48,5227.25,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.82,27.05,1.48,5254.84,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.78,27.07,1.48,5219.29,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.75,27.08,1.52,5204.16,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.72,27.1,1.52,5237.08,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.68,27.12,1.53,5215.67,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.64,27.14,1.49,5190.55,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.61,27.16,1.45,5181.55,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.57,27.17,1.41,5132.84,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.53,27.19,1.42,5164.3,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.5,27.21,1.46,5202.23,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.46,27.22,1.46,5155.34,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.42,27.24,1.49,5205.08,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.38,27.26,1.45,5192.08,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.35,27.29,1.44,5246.99,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,27.31,1.42,5222.73,2.8,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.27,27.33,1.36,5207.22,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.23,27.35,1.29,5162.45,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.19,27.37,1.31,5145.8,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.14,27.39,1.29,5174.85,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.1,27.42,1.28,5232.29,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.06,27.46,1.28,5265.54,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.01,27.49,1.32,5281.12,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.03,27.52,1.27,5268.04,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.08,27.54,1.21,5210.44,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.12,27.57,1.13,5229.84,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.17,27.59,1.09,5251.91,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.22,27.62,1.05,5206.33,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.26,27.64,1.05,5185.89,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.31,27.66,1.03,5156.2,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.36,27.67,0.97,5097.9,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.41,27.69,0.95,5128.63,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.46,27.71,0.99,5187.75,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.51,27.74,0.96,5198.14,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.56,27.76,0.94,5145.69,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.61,27.79,0.88,5193.64,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.66,27.82,0.83,5191.83,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.72,27.84,0.84,5163.99,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.77,27.87,0.86,5180.55,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.82,27.89,0.84,5121.59,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.87,27.92,0.84,5171.51,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.93,27.94,0.85,5141.48,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-0.98,27.97,0.84,5187.68,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.03,28.01,0.85,5207.71,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.09,28.04,0.81,5178.67,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.14,28.07,0.82,5159.4,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.2,28.1,0.81,5164.67,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.25,28.14,0.76,5187.38,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.31,28.17,0.75,5152.49,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-1.36,28.2,0.74,5127.92,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
Snippet 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.95,25.22,3.08,5512.37,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.95,25.09,3.11,5553.17,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.94,24.98,3.03,5607.86,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.94,24.87,3.04,5661.84,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.93,24.77,2.99,5645.2,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.93,24.68,2.95,5694.11,-1.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.92,24.59,2.88,5745.92,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.91,24.51,2.86,5788.89,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.9,24.44,2.81,5779.36,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.89,24.37,2.73,5772.21,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.88,24.3,2.73,5739.96,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.87,24.23,2.71,5702.95,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.86,24.16,2.63,5672.53,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.84,24.1,2.66,5705.83,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.83,24.04,2.63,5654.33,-1.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.82,23.97,2.67,5659.53,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.81,23.91,2.69,5621.19,-1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.79,23.86,2.63,5622.59,-1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.78,23.8,2.67,5573.99,-1.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.76,23.74,2.7,5553.24,-1.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.75,23.69,2.64,5582.95,-1.1,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.73,23.65,2.56,5640.65,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.72,23.61,2.58,5672.05,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.7,23.57,2.51,5618.09,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.68,23.54,2.46,5657.41,-1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.67,23.5,2.52,5636.97,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.65,23.46,2.52,5620.3,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.63,23.41,2.56,5590.69,-1.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.61,23.37,2.58,5564.79,-1.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.6,23.33,2.54,5578.87,-1.2,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.58,23.3,2.45,5549.67,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.56,23.27,2.42,5607.39,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.54,23.24,2.39,5607.11,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.52,23.21,2.37,5622.43,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.5,23.18,2.32,5596.54,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.49,23.15,2.34,5561.38,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.47,23.13,2.3,5564.56,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.45,23.1,2.3,5578.49,-1.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.43,23.09,2.25,5591.14,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.41,23.07,2.21,5603.03,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.39,23.06,2.21,5634.76,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.37,23.05,2.19,5595.15,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.34,23.04,2.16,5615.19,-1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.32,23.04,2.16,5665.04,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.3,23.03,2.14,5662.44,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.28,23.02,2.17,5624.52,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.26,23.01,2.1,5569.02,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.24,23,2.11,5562.25,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.21,22.99,2.04,5513.76,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.19,22.98,2.03,5557.99,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.17,22.96,2.04,5559.43,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.15,22.96,2.08,5613.85,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.12,22.97,2.02,5642.74,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.1,22.97,1.98,5598.39,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.08,22.96,1.93,5556.89,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.06,22.96,1.88,5532.25,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.03,22.96,1.84,5560.8,-1.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.01,22.96,1.87,5524.41,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.99,22.96,1.84,5521.65,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.96,22.96,1.84,5569.28,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.94,22.96,1.9,5533.75,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.92,22.97,1.84,5546.75,-1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.89,22.96,1.84,5534,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.87,22.96,1.89,5492.57,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.85,22.95,1.9,5511.43,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.82,22.95,1.84,5522.36,-1.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.8,22.96,1.89,5560.78,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.77,22.97,1.94,5615.46,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.75,22.98,1.91,5645.94,-1.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.73,22.99,1.88,5673.9,-1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.7,23.01,1.85,5724.04,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.68,23.03,1.84,5723.87,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.65,23.05,1.91,5757.22,-1.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.63,23.07,1.87,5746.58,-1.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.6,23.08,1.84,5725.02,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.58,23.1,1.8,5753.18,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.55,23.13,1.79,5798.71,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.52,23.15,1.8,5799.13,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.5,23.17,1.81,5806.24,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.47,23.2,1.79,5853.41,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.44,23.23,1.74,5836.57,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.41,23.25,1.67,5831.3,-1.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.39,23.28,1.68,5830.29,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.36,23.31,1.67,5835.94,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.33,23.34,1.66,5801.72,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.3,23.36,1.69,5783.18,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.27,23.38,1.69,5783.56,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.24,23.4,1.62,5741.37,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.21,23.41,1.67,5689.94,-1.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.19,23.43,1.69,5722.09,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.16,23.45,1.71,5756.28,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.13,23.48,1.67,5809.89,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.09,23.51,1.61,5845.27,-1.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.06,23.55,1.55,5897.38,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.03,23.59,1.51,5931.5,-1.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3,23.63,1.52,5883.39,-1.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.97,23.66,1.55,5888.4,-1.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.93,23.7,1.51,5903.15,-1.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.9,23.74,1.54,5915.3,-1.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.87,23.78,1.46,5903.66,-1.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,2.83,23.82,1.42,5895.72,-1.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,
